"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",2878,40487,33494,31378,31085,33528,35715,33786,34853,35141,43762,8738
"B",37300,1221,1077,823,959,49956,36075,1167,1879,4659,38616,41776
"C",40970,821,944,1060,1213,46254,37097,1382,1849,3878,45984,37330
"D",37361,1317,1067,1060,1231,42388,38177,1588,2353,4975,44234,37929
"E",39703,3803,4922,6376,6334,37786,39103,4361,10884,30761,40036,35332
"F",NA,2718,1755,1551,1781,41382,38309,2208,3404,12011,39099,40717
"G",40294,3824,3029,3411,3428,38342,38044,3929,6291,27802,42560,35764
"H",11783,44687,37354,44796,39647,41460,40762,35613,37094,34910,43423,4805
