"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",19850,18475,19015,20570,20983,22801,20585,22035,21123,21668,22787,22404
"B",18458,43,760,1918,3728,6362,19151,4984,5806,5606,5539,20894
"C",17390,321,3089,5636,9369,12014,21585,11500,11589,12101,1224,22199
"D",17467,340,6515,12576,16643,18133,22239,17760,18825,18818,18441,21885
"E",16338,1006,9469,16063,19424,19462,19783,18227,19434,20260,20845,23349
"F",15110,841,8554,14257,2452,19438,22905,20795,21790,19069,21594,22442
"G",17961,491,8354,14028,17496,19777,20924,18623,19748,20466,20637,21256
"H",21093,16644,20190,17454,18809,16934,17039,17014,19075,17740,927,23171
