"","2","3","4","5","6","7","8","9","10","11"
"B",799,1329,1898,2269,3834,18976,2479,3174,4533,5297
"C",3805,7523,10246,11480,14703,19220,12319,14066,14941,16438
"D",8721,14326,15360,15939,17979,20729,16820,17576,17037,18455
"E",16082,19972,20077,17751,22354,20868,18188,19620,19369,20740
"F",13240,17239,16731,17524,19450,19311,17906,18217,18970,18445
"G",14659,17799,18274,17581,18749,18395,17486,18601,20107,19945
