"","2","3","4","5","6","7","8","9","10","11"
"B",102,373,496,745,19724,43618,1484,3076,6581,14360
"C",545,972,1411,1366,29274,44186,2896,6629,11103,24111
"D",1250,2616,3736,4028,36328,46913,6622,11843,19308,34748
"E",7612,13607,18727,20051,43165,46582,22268,26869,32996,42196
"F",3434,7185,8284,9538,40719,45729,14171,18938,27526,38788
"G",5072,11928,15085,15362,42640,44000,20484,23991,33553,40703
