"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",13951,13603,13629,14982,14255,13678,12675,14343,13577,14090,13302,13006
"B",15125,243,1071,1353,1656,1642,12587,1631,1651,1610,1527,14359
"C",13537,432,3112,2988,2902,3481,12854,2762,2925,3179,3012,13714
"D",16002,1720,7583,7734,6878,7501,12629,7240,7299,6554,7251,14952
"E",14593,3726,14621,13941,12812,12590,13343,12670,12739,12124,12217,14680
"F",14563,2832,13868,12429,12139,12602,13376,12012,12328,11531,11337,12228
"G",14427,2409,14288,13945,12063,12688,12976,11774,12963,12447,13610,12989
"H",14941,14214,13965,15268,15532,15875,14458,13493,13749,12782,12227,13922
