"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",13145,12244,12315,12832,12725,12945,13094,11812,12183,11769,11731,11822
"B",1776,277,2312,2857,2991,2619,11515,2789,2725,2658,49,9529
"C",13619,2260,9011,9563,8440,8037,12169,8518,8094,1594,7588,12384
"D",12982,2764,14115,12267,11997,11840,11584,12651,11039,10753,10831,12000
"E",13494,3262,13792,12200,12807,13011,10962,12329,11451,9400,8635,7235
"F",13074,2934,13594,14503,11314,12074,12294,11460,11479,10783,6778,4935
"G",13521,3119,13989,13087,11796,11587,12662,12024,11721,10880,4042,7886
"H",14588,13793,2731,12535,13000,13671,13545,10401,12771,6008,3225,2983
