"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",32501,34112,33451,37579,36643,39570,38643,37876,35474,37647,36467,26966
"B",36243,1971,4664,5356,5727,19273,31277,5275,5278,5073,5561,29062
"C",34594,3569,7215,9822,8906,25520,30964,9350,10138,10581,10472,33009
"D",30626,5246,13875,15044,16371,32790,32647,17090,15531,15308,18617,36342
"E",30217,6788,14970,18717,17972,30799,26196,20275,20783,19366,20704,35372
"F",NA,7314,14717,17736,20787,32168,33003,20458,20642,18630,19927,33668
"G",31017,7110,15396,19370,20630,35610,29516,21538,20309,18042,20757,30528
"H",30438,30747,33464,34502,33094,35206,36739,30007,34968,33328,31361,33993
