"","2","3","4","5","6","7","8","9","10","11"
"B",1761,3871,4965,4900,15159,31620,4876,5174,5371,6104
"C",3647,7384,8697,9474,23564,31445,10041,9858,10816,10617
"D",4641,13540,15554,16882,19247,29351,14864,17701,14286,17605
"E",6767,16067,19109,18343,29854,28336,20570,19836,19097,18321
"F",6573,15640,17172,17286,30994,29725,18780,19301,20443,17170
"G",6888,15623,17986,17597,32985,31890,20334,19470,19337,19433
