"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",23895,23006,23699,23479,21736,23515,21024,25151,2993,23278,23368,21659
"B",23859,24,781,1975,3937,6500,3463,5162,6081,5940,6623,22440
"C",22930,263,2836,6434,10464,12264,22611,12179,12564,12492,11431,21536
"D",22103,491,8471,14351,18188,21244,22332,19703,18183,19497,18689,22554
"E",23695,159,9752,18374,19595,21028,21859,21210,23416,21119,20162,21299
"F",23373,390,10015,16031,18823,22103,22507,20407,18131,19515,20155,20975
"G",23160,949,10032,17142,19658,22587,21248,19457,18961,20715,17628,18231
"H",25050,25196,24693,22954,22723,24874,23704,22397,22035,19091,19338,18443
