"","2","3","4","5","6","7","8","9","10","11"
"B",1155,2370,2007,1595,25067,41428,1638,1812,1867,2275
"C",3093,7016,7084,6126,41299,40371,6622,6586,5828,7011
"D",7458,17447,20674,17388,42430,38413,18831,20302,20732,22370
"E",13536,27137,33861,33190,45288,44244,33647,35977,34507,32562
"F",11430,25411,33058,30669,43401,45000,33082,33243,36022,32861
"G",12904,26521,35525,34123,42146,42450,35924,36516,36649,36223
