"","2","3","4","5","6","7","8","9","10","11"
"B",14,12,11,23,37,28446,39,10,24,25
"C",15,13,21,23,232,25769,39,28,15,50
"D",43,65,151,274,8993,25778,205,377,1044,4404
"E",1100,5152,6957,7995,25179,26908,8851,12139,16155,25482
"F",379,2540,3936,4091,21273,25295,4240,5295,10256,18749
"G",1033,5652,7702,8300,26420,30028,8515,10674,16791,23117
