"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",17005,15452,17657,17437,18443,15833,16047,17459,17789,16705,17957,18633
"B",13004,18,35,160,581,2591,13910,1486,2319,2533,2626,14394
"C",17698,21,193,1262,5095,11768,13039,7387,10784,9814,11496,15720
"D",10674,20,649,2403,6958,12227,13013,10538,15237,12709,12115,15294
"E",10182,27,318,2461,8577,13032,14052,13186,12242,13302,14215,14711
"F",9144,44,625,3060,7701,13285,11407,10420,12786,12762,14310,14964
"G",9301,645,1232,3155,7329,12339,14078,11498,12722,11694,13382,15225
"H",17553,9535,15027,16069,16596,14850,15686,12203,14003,15617,16790,15972
