"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",38506,38956,38106,37682,39522,38993,40126,39760,40361,38349,38787,39663
"B",41409,54,569,1977,3913,5563,35606,5233,5223,5167,5619,40246
"C",37574,351,1800,5724,12513,16575,37007,15667,15585,15794,16280,39943
"D",38793,818,7372,18320,29324,30726,36317,28311,28133,28553,28886,39811
"E",33622,1120,11221,26973,35202,35551,36369,36745,35467,35070,35271,39145
"F",37390,1268,9139,23702,32630,31685,35597,35362,33768,32983,32139,37560
"G",34529,1552,10818,27049,35218,36405,36333,38256,36147,37788,35123,39394
"H",37748,6587,43622,41851,40887,40395,41517,38513,41271,38984,37887,39974
