"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",46127,48230,51594,51643,49087,51925,49935,50154,50709,49859,47564,53030
"B",54065,3468,3959,3546,2926,27282,45491,2447,2102,2422,2632,50058
"C",43172,3180,6837,6339,5532,39429,42919,6576,5623,6236,7197,47592
"D",52101,7486,15675,18905,20017,45054,43714,22157,21404,22804,21316,48643
"E",51355,11507,25809,32482,30707,43554,42170,32457,34233,32649,33362,47494
"F",NA,10903,26449,32805,34434,46241,1318,29860,32725,31508,30284,51004
"G",51288,14473,26436,34485,36155,45334,42565,34299,35157,36153,37686,47141
"H",51269,47023,49483,47335,49139,47517,47419,51229,48219,45546,44681,48038
