"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",143,869,424,539,420,764,354,502,327,433,605,163
"B",692,97,317,454,710,2911,1834,843,1021,1721,2554,508
"C",488,491,1864,2554,2304,3473,2848,2914,2563,2425,2793,710
"D",460,1450,2667,4718,4159,3795,3711,4420,4035,4218,3092,381
"E",710,3022,3041,3304,3640,3793,3435,3379,2962,2240,1437,416
"F",NA,3096,4363,3583,3333,2788,3344,3604,4125,3718,1813,408
"G",434,3228,2845,3478,2595,2507,1745,2140,2473,2192,1328,645
"H",101,486,772,653,601,502,777,495,764,962,1070,69
