"","2","3","4","5","6","7","8","9","10","11"
"B",3468,3959,3546,2926,27282,45491,2447,2102,2422,2632
"C",3180,6837,6339,5532,39429,42919,6576,5623,6236,7197
"D",7486,15675,18905,20017,45054,43714,22157,21404,22804,21316
"E",11507,25809,32482,30707,43554,42170,32457,34233,32649,33362
"F",10903,26449,32805,34434,46241,1318,29860,32725,31508,30284
"G",14473,26436,34485,36155,45334,42565,34299,35157,36153,37686
