"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",22940,24223,24502,26349,24727,24431,24818,25245,24781,25248,20437,26325
"B",25992,14,29,44,108,364,25590,285,254,327,237,24577
"C",26689,28,114,326,1271,4518,23267,2883,3811,3561,4081,23288
"D",26135,23,475,1884,6629,14177,22237,10312,12926,12757,12995,21012
"E",25359,76,1910,6631,14954,21342,22313,19338,22379,19804,20097,20110
"F",26465,45,1576,5901,13401,21089,20595,19069,20585,21119,11026,11733
"G",24999,50,1551,6335,15435,22515,22282,20373,15751,11145,8033,10710
"H",25170,23296,23254,22809,21589,24220,22412,23013,19218,10577,7438,10452
