"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",39566,25254,36800,28358,36079,34951,29871,28580,32339,32705,35291,34051
"B",38828,421,1487,2742,2955,4197,26578,3023,3750,3755,4311,33974
"C",37173,945,7203,13337,23415,25577,27477,24134,23100,26061,27826,35642
"D",30777,1264,9898,21302,29419,30557,27152,28095,29342,25709,33350,34340
"E",40171,873,8171,23015,27189,28061,25425,26232,24081,30643,33615,40104
"F",39676,1199,7371,23975,30709,31268,27445,26320,26269,29491,27732,35313
"G",31690,917,10828,21532,31044,30343,27341,27795,27052,32369,2,37889
"H",40650,35657,38454,36197,34844,31794,32960,30706,31311,36227,34186,39238
