"","2","3","4","5","6","7","8","9","10","11"
"B",1255,1280,876,970,44940,38832,1743,2217,4115,40665
"C",1241,1103,1245,1381,44895,38480,1614,1973,4310,44081
"D",1159,1243,1308,1344,41450,39347,1398,2182,4261,40979
"E",3690,8996,7419,7367,37208,37775,6670,15451,26785,41101
"F",2186,1419,1728,1960,39415,37653,2119,3044,8999,43291
"G",4320,2667,3020,3659,41494,39643,3014,8073,25852,44190
