"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",24766,27822,29654,35048,39668,33576,33725,31036,34816,34713,31903,30919
"B",32096,1761,3871,4965,4900,15159,31620,4876,5174,5371,6104,34858
"C",31358,3647,7384,8697,9474,23564,31445,10041,9858,10816,10617,33430
"D",31209,4641,13540,15554,16882,19247,29351,14864,17701,14286,17605,32380
"E",29863,6767,16067,19109,18343,29854,28336,20570,19836,19097,18321,33133
"F",NA,6573,15640,17172,17286,30994,29725,18780,19301,20443,17170,33585
"G",32121,6888,15623,17986,17597,32985,31890,20334,19470,19337,19433,31823
"H",28542,30351,34494,33661,31521,33832,33426,32516,35862,34410,36024,34354
