"","2","3","4","5","6","7","8","9","10","11"
"B",89,190,421,534,2689,1940,771,1098,1293,2359
"C",566,1863,3059,2180,3465,2241,3159,2799,3911,2893
"D",1950,3806,4257,4144,3589,2971,5103,4205,3486,3318
"E",3007,4247,5356,3716,4259,3356,3912,2742,2633,1504
"F",3090,4019,4392,3589,4127,3456,3444,3472,3235,2680
"G",3201,3866,3010,3064,2652,2625,2864,2406,1500,1741
