"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",14498,14494,14313,15052,14870,14229,14107,2044,14056,14170,13324,14097
"B",13639,156,382,100,686,1115,13030,984,1103,1038,981,12837
"C",14469,429,886,1202,1792,1371,13282,2728,697,5814,6230,13899
"D",14870,345,1150,1403,3043,12084,13182,7666,10470,11143,11636,15149
"E",14595,340,990,1037,2083,13570,13165,9547,11402,12978,13562,13976
"F",15023,394,1273,1354,2247,13068,13149,8661,11063,2075,12044,15952
"G",15058,375,1029,1409,1129,13802,14344,8522,12076,12761,12196,14207
"H",17600,14226,15772,14216,14879,15003,14783,14197,14252,15627,13831,15830
