"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",49451,50417,53489,57607,55311,58785,54521,53703,56038,51915,51276,53207
"B",48127,1155,2370,2007,1595,25067,41428,1638,1812,1867,2275,48302
"C",48172,3093,7016,7084,6126,41299,40371,6622,6586,5828,7011,49346
"D",54143,7458,17447,20674,17388,42430,38413,18831,20302,20732,22370,47484
"E",56263,13536,27137,33861,33190,45288,44244,33647,35977,34507,32562,44889
"F",NA,11430,25411,33058,30669,43401,45000,33082,33243,36022,32861,46542
"G",52120,12904,26521,35525,34123,42146,42450,35924,36516,36649,36223,45951
"H",49532,45256,45252,46424,47451,46790,45600,43767,46334,45372,45153,51233
