"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",36,754,491,535,469,625,262,559,583,622,880,193
"B",523,89,190,421,534,2689,1940,771,1098,1293,2359,491
"C",595,566,1863,3059,2180,3465,2241,3159,2799,3911,2893,757
"D",701,1950,3806,4257,4144,3589,2971,5103,4205,3486,3318,563
"E",454,3007,4247,5356,3716,4259,3356,3912,2742,2633,1504,576
"F",NA,3090,4019,4392,3589,4127,3456,3444,3472,3235,2680,669
"G",756,3201,3866,3010,3064,2652,2625,2864,2406,1500,1741,573
"H",214,894,787,654,611,490,835,1147,608,638,734,133
