"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",6796,42768,38224,38186,40965,34075,37403,34453,34649,36506,38006,8720
"B",38952,102,412,599,920,21998,43744,1538,3389,6277,14845,38652
"C",39297,445,809,1388,1433,33784,47825,3011,6592,11759,23660,42413
"D",43203,1451,2377,3221,4093,40572,48464,6557,11174,20624,33737,42360
"E",37453,7192,14614,16639,17555,44070,45030,22314,27638,35419,43666,41572
"F",NA,3923,7555,9772,10438,43535,46611,13236,19760,29601,43978,35175
"G",35727,5770,13988,13647,17109,47815,49325,18460,27205,37163,47076,37351
"H",2301,40568,34762,37276,40007,36529,35417,37048,35787,33854,37756,4558
