"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",39417,40546,39965,40486,40552,40597,41515,41046,40540,40227,39177,40825
"B",42332,64,671,1872,4339,6043,37762,5251,5851,5462,5833,39617
"C",41987,246,1612,6020,12957,16901,38500,17413,18091,16847,16198,37633
"D",40377,716,7027,18633,31198,30651,37969,29909,31158,31495,29863,39005
"E",40000,1680,9859,28670,37193,37336,38315,37111,34333,36377,36466,40825
"F",39860,1426,9361,24726,33216,33386,37394,35493,35617,35447,34924,38478
"G",40076,1547,10886,29562,37295,36930,37983,35797,37189,36458,37327,38253
"H",41481,41917,41160,38499,39283,40796,40252,41401,42499,41436,40317,43554
