"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",16567,14136,15289,16626,14858,15366,14180,15481,14945,13981,14996,16963
"B",13694,29,348,492,786,2380,13576,1529,2242,2344,2795,15475
"C",14545,47,769,2733,6285,11447,12812,9618,10308,10393,11363,14760
"D",13936,70,990,3778,8559,12512,13193,12086,12821,12923,14142,13337
"E",14819,32,1024,3973,8533,11483,13733,10947,10993,12955,13578,14852
"F",14162,37,948,3601,7538,13626,13434,9836,11143,13582,12676,14690
"G",17002,58,898,3403,6959,14217,13959,11439,13771,12728,12759,15194
"H",17200,16187,13774,16205,15150,15234,15188,14862,14752,16237,13518,17235
