"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",23167,33281,30096,32457,32817,37805,35775,32223,30582,31205,37391,27185
"B",33026,25,21,20,35,36,28837,25,28,29,46,36206
"C",35454,11,18,24,19,279,29201,23,28,47,80,37818
"D",34570,37,133,228,234,10357,28052,410,494,1256,5730,34232
"E",30580,1152,5552,7672,9018,25109,27600,10060,11517,16446,25040,30402
"F",NA,304,2583,4430,5173,23127,26414,4944,5784,10277,18205,35070
"G",36408,943,5369,7271,8898,29194,30667,9516,12367,17601,23214,32096
"H",18654,34121,29234,30720,31253,32071,33617,32933,29693,30207,32963,20920
