"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,144200,147080,147360,150040,154000,148960,150400,150360,146400,141920,140360,142160,143480,NA
"C",600,37800,63960,81480,82520,97960,113200,1000,47520,71520,83200,101160,117320,122280,840,45000,68040,82680,94680,108480,114720
"D",600,63320,91960,104880,112640,123840,130520,720,66240,92640,101320,119520,127360,129880,640,66640,90880,100880,112600,121640,125240
"E",760,74520,98480,106480,112720,129240,138040,720,81520,107040,111440,121480,136080,135840,720,78280,103280,112800,115560,127120,128560
"F",640,83080,101000,109040,119120,126480,126440,760,87080,106040,114200,119960,131960,133000,760,85040,106720,110080,116320,124400,130440
"G",760,89480,103880,107000,123200,128000,132240,800,94200,110120,115520,128200,134200,137680,960,88280,105680,114000,120680,129040,127480
"H",800,94360,106320,114680,128400,134080,136840,920,92360,116080,114640,129760,136840,138520,1080,91000,107280,110800,119080,128000,131600
"I",1040,96200,114960,122200,126640,140800,150160,1040,99120,121280,130920,140320,147080,143400,1200,100040,112760,120000,124320,140720,139720
"J",1280,97040,117480,123280,139440,155200,146440,1080,99080,126040,126120,140920,150760,147880,1000,103160,115320,121520,130960,140680,144840
"K",680,97640,122680,130760,117440,142160,147840,1000,103240,119160,124280,138360,151920,147880,1000,100920,117760,126000,132160,141440,143720
"L",109480,121200,126560,124960,131160,134080,136680,142680,138000,NA,NA,1320,109920,126160,131200,138760,137120,146160,NA,NA,NA
"M",65040,124960,127040,127600,131560,136120,140120,140120,143640,NA,NA,1400,110760,127400,131120,134840,149480,146760,NA,NA,NA
"N",113760,121680,126080,122280,125960,128960,137680,140640,146600,NA,NA,1360,112280,120840,131760,135240,139320,140920,NA,NA,NA
"O",NA,NA,NA,NA,NA,NA,NA,143520,145920,140520,143280,141760,145920,137280,140560,140080,141680,138160,138840,136520,NA
