"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",109745,135737,140375,136647,136656,131443,126524,127440,126615,112269,125573,101213
"B",150616,11858,13146,12185,14377,8377,19156,10716,10745,10471,15104,122111
"C",136407,93006,85546,81450,81221,70580,75952,70559,62684,61485,68846,131293
"D",142642,112485,114994,113409,120587,96175,112189,138913,107929,98021,107185,124165
"E",141029,124590,128361,135922,131376,120054,153180,142782,136546,126024,137581,135227
"F",147832,127280,135878,134244,140545,142252,134469,147426,149048,133359,140297,134856
"G",147857,136485,160967,148277,159352,166381,150315,162946,161299,142419,161065,130252
"H",142469,142085,141107,136109,160800,161745,155283,157321,155927,139387,145566,118189
