"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",15896,12603,14728,16319,15565,15803,13243,16196,15430,15825,15054,16639
"B",14932,29,51,132,624,3051,13159,1505,2124,2616,3079,16292
"C",14418,42,326,1548,4390,10932,11948,7955,9855,10177,11306,16870
"D",15246,48,862,2897,6950,11262,11780,12339,12750,11955,13625,17271
"E",13306,35,912,3175,7773,13207,11148,10549,11811,12746,13715,14888
"F",14218,44,796,3469,8776,13133,11940,11605,11970,12078,14320,17265
"G",13978,34,910,3058,7833,12899,10572,11134,12403,13098,13301,15169
"H",17960,14469,13352,15874,15031,15954,13953,14349,13925,16174,14833,16050
