"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"A",240,NA,65560,600,34240,42160,40760,38720,520,70040,15000,3400,27080,79840,480,240,31520,24560,17600,360,320,39400,38080,94160
"B",30640,360,45560,48400,640,9400,70440,51520,NA,16520,640,19800,40120,22200,26600,400,19440,480,8080,8840,30200,31800,31120,85960
"C",160,1120,280,680,2240,41360,1720,30760,11720,23800,280,7000,400,37000,480,7080,31760,43480,11520,17320,21880,38840,80400,560
"D",NA,320,520,70560,81600,720,2120,1000,360,400,40960,600,520,46960,2280,400,38000,23920,320,2680,28520,43080,5640,48920
"E",91800,400,18400,30840,37560,400,23360,4640,19840,37320,12160,10960,31720,26000,480,7240,54200,480,360,1640,6960,1080,400,240
"F",25040,480,NA,520,45680,14000,720,1440,920,640,38320,31920,104760,960,1480,41160,5520,13880,NA,NA,4160,1440,25120,1000
"G",96520,3320,NA,21960,520,24920,7280,42680,39480,39760,8640,440,23280,400,320,9680,480,48360,32080,31080,45160,32720,360,28960
"H",4480,37520,4440,12480,9000,67840,1720,23200,1880,360,440,440,440,640,13440,12800,58320,640,NA,480,NA,640,37160,12600
"I",1920,240,3640,38640,360,NA,36400,480,11640,50000,7680,34600,24240,23880,25320,38840,480,440,26000,17160,30400,5400,NA,680
"J",320,6800,NA,34200,560,15640,11240,640,9880,30840,360,1040,480,35280,1360,52800,640,1120,5160,1960,440,59600,40960,14960
"K",30760,16160,21920,680,720,35360,440,28280,280,280,11440,20000,33000,3600,13480,27600,29680,NA,29000,39080,320,680,19240,320
"L",320,6920,64360,39160,NA,600,12440,7920,3200,8640,360,24000,680,NA,29720,640,NA,18720,17680,35040,760,47760,28680,400
"M",1520,46720,67160,760,25480,27680,760,5960,400,7280,40680,360,400,8280,15160,12360,6640,23120,13320,NA,6520,60520,1080,45040
"N",44400,59120,560,22480,7120,12080,36320,23840,1560,26480,4520,400,18280,13760,2240,21600,22400,1280,30600,33360,51000,NA,560,1440
"O",57520,40440,4280,NA,39560,360,7880,NA,33960,10840,11720,640,24080,38160,4840,NA,101600,25240,29760,40480,41080,52360,36480,440
"P",114920,NA,40120,600,880,50800,32560,720,30720,50120,360,51600,68080,360,29640,25800,3720,2440,280,920,NA,5400,NA,17840
