"","1","2","3","4","5","6","7","8","9","10"
"A",25774.24568,24854.73658,22932.46894,19436.80871,12893.33548,8228.660716,4804.573699,3757.036319,3361.461083,2714.505998
"B",7403.837061,7567.308284,8170.853974,7962.315492,6204.556421,4497.549295,3628.077617,2342.559532,1724.83372,1074.184098
"C",5011.226448,6392.261452,6517.191588,6366.156711,5621.559281,4334.404971,3274.453852,2216.092534,1557.043115,1023.537158
"D",4421.725922,5592.036796,6387.59989,7016.917156,5614.100966,4291.832212,3211.6845,2237.222119,1433.686527,919.757797
"E",4137.079171,6054.766133,6530.554792,6504.760706,5403.715076,4071.511348,3216.345586,2110.134094,1351.034779,822.503801
"F",4953.736447,5180.900258,6277.276447,5966.508293,5151.68895,4505.939598,2960.297626,1903.189912,1293.86227,712.51083
