"","11","12","13","14","15","16","17","18","19","20","21","22"
"B",NA,117800,43760,41080,43320,44080,44080,39720,36560,38680,36280,33600
"C",NA,128920,94560,91600,95320,89440,83880,90200,87880,81160,76160,71120
"D",NA,135040,106520,106320,102120,100400,98960,95280,98840,90400,85080,85320
"E",NA,136600,112600,111320,104800,116080,114480,109120,110600,106760,103560,96200
"F",NA,133960,122960,126000,121960,119080,126720,117280,116440,114640,108520,108520
"G",NA,140240,131240,126960,135280,127840,134360,128960,125480,113920,114360,105960
"H",133720,131240,NA,135480,124880,136160,132720,129640,128320,126760,123240,111000
"I",126160,132920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J",NA,133160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K",NA,129920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L",NA,135760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M",NA,132520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"N",NA,128120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O",NA,131960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
