"","11","12","13","14","15","16","17","18","19","20","21","22"
"B",NA,183320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C",NA,183560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D",NA,193120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E",NA,195520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F",NA,197360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G",NA,185320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H",199920,189960,202600,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I",204160,194720,198520,190920,197800,188680,167400,106840,59600,32520,14080,2760
"J",NA,193200,195760,206440,181560,163240,170600,122840,64040,27840,13520,1520
"K",NA,199600,200040,185760,174640,161000,166560,114120,64520,32600,12840,1600
"L",NA,187400,187600,183520,169760,167120,155640,118040,65920,30120,12520,1560
"M",NA,189760,190200,193240,182360,177160,159960,120480,70320,31360,10440,1640
"N",NA,189560,182600,176720,198160,175920,141000,109680,60880,32120,8400,1520
"O",NA,189640,64440,47120,62240,78200,111360,69600,48960,32400,8520,1800
