"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"A",12560,NA,165240,35480,123080,69160,123680,74520,9680,191680,46080,130520,178600,197480,11240,102600,61000,72760,68480,112840,25720,64720,115200,165920
"B",109840,8320,153520,147680,81000,49680,196760,197400,NA,102880,56520,170760,73200,183280,80880,13480,79600,31480,72800,186000,176280,86840,52240,178920
"C",48120,113760,19000,33880,71640,199160,45240,74880,85120,106640,40720,174640,38000,189200,142440,52960,69560,186080,180760,73400,144480,68480,174600,40320
"D",NA,9720,18320,185880,192360,67920,150840,154600,14280,14080,199480,133480,48480,190320,52760,99800,157560,56160,87640,164720,187120,183840,53240,160320
"E",192600,21920,129200,84400,82360,10640,201040,143240,58360,53760,58400,179440,76200,122600,46040,55880,181640,9720,26560,52240,176200,42000,17720,5760
"F",150400,19960,NA,138400,187400,186400,42560,143720,96960,16000,86040,62280,182560,138960,147080,185640,141120,165240,NA,NA,126480,147640,126640,23360
"G",189080,112160,NA,182120,21520,93960,57960,179720,181800,182200,183920,29120,95920,18680,59960,165400,35400,178160,184840,189520,66000,191880,19480,35360
"H",98360,168360,123680,79000,104320,193600,55720,64680,150800,57280,56680,122360,96680,142120,51160,64960,168200,86720,NA,50240,NA,22760,88560,44080
"I",28400,18560,75400,82000,26040,NA,185040,13560,144280,179760,58520,184760,187480,182800,142040,179800,47160,93400,109120,172080,179600,46760,NA,10840
"J",6080,120000,NA,179440,139320,196960,84920,46040,189520,175040,44360,160400,57640,190920,39400,205840,129360,100880,64880,149280,88600,182440,192920,162880
"K",136920,170440,161440,43760,68080,201320,13560,186640,66960,14200,226480,186200,191200,173560,60480,183040,174520,NA,80960,184160,14720,17480,103480,9080
"L",19000,63120,180760,71600,NA,39600,179360,146920,176440,65240,31640,96480,71200,NA,184320,117720,NA,92400,77480,188560,132720,105520,188080,12960
"M",57880,172280,199480,146640,171480,223640,52960,192160,59640,185960,214760,36520,19280,202120,188480,195400,175840,187520,73120,NA,148840,186640,89880,73240
"N",39640,158000,37120,196520,179520,164080,183240,184800,85880,186320,181000,18240,185800,62960,54040,73560,188000,157720,207840,194360,101360,NA,61400,68560
"O",71520,70320,173160,NA,87040,27680,174080,NA,187360,90800,193160,127760,209320,203960,99680,NA,190880,184000,184960,196440,188360,196840,53160,21480
"P",216880,NA,50560,35920,142280,214520,170880,57680,61440,206600,43160,207920,216280,105400,80760,148000,157080,177880,24040,123080,NA,65280,NA,96760
