"","2","3","4","5","6","7","8","9","10","11"
"B",25,21,20,35,36,28837,25,28,29,46
"C",11,18,24,19,279,29201,23,28,47,80
"D",37,133,228,234,10357,28052,410,494,1256,5730
"E",1152,5552,7672,9018,25109,27600,10060,11517,16446,25040
"F",304,2583,4430,5173,23127,26414,4944,5784,10277,18205
"G",943,5369,7271,8898,29194,30667,9516,12367,17601,23214
