"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",16617,17447,16084,15067,16875,16328,16390,15988,17252,17792,18238,20704
"B",17451,8,218,528,1004,1371,17679,1249,1085,1454,1206,17655
"C",15169,97,672,1712,2823,4035,15605,3698,4112,4441,4053,16051
"D",15109,495,3350,4915,7215,8609,16219,7981,9038,8400,9373,18082
"E",17878,1165,7660,12242,15120,16816,15626,16682,16100,17183,14353,16802
"F",17775,1086,5062,9354,11156,12076,16371,12833,12441,12883,12596,17307
"G",17163,1212,7579,11799,15260,14596,15202,15539,13969,16207,14897,17156
"H",15915,17410,19257,17410,19071,18920,18799,17992,18183,19270,17638,16477
