"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204480,NA
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206200,NA
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220240,NA
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215280,NA
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215560,NA
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239360,NA
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,225080,223840,233120
"I",2120,12200,37440,97760,151560,188560,210360,226840,230240,232480,244720,225440
"J",1600,13640,30480,93160,157320,185520,195000,224320,223360,216840,217640,NA
"K",1720,13760,37520,86840,158320,192320,212920,221760,213120,232120,239320,NA
"L",1560,12800,36000,87800,143880,186920,209240,221440,234320,228840,217280,NA
"M",1280,11640,32880,83640,150000,175400,201240,209800,202200,221480,209840,NA
"N",1320,11240,31680,86080,135280,171840,191840,201280,207240,210040,186440,NA
"O",1680,11480,26280,60000,105520,138880,161080,163760,165480,162200,203760,NA
