"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"A",48440,NA,37040,48920,57000,44480,56240,52240,39440,29320,41480,52320,52920,32000,27800,26720,38080,49760,43400,48680,44280,54360,58240,65280
"B",54840,38240,36920,53720,49040,34280,22320,43040,NA,47880,43440,31920,51320,48480,44680,32320,52480,37800,44480,54480,27400,51680,54800,58160
"C",53400,31280,33120,32440,44480,17120,25200,40440,41120,40960,12920,16240,39640,19040,15000,26520,34040,17040,20840,41640,42000,53320,36280,39680
"D",NA,73680,33560,40480,20000,34240,15160,15520,27040,36560,15840,15000,14400,17400,36160,28360,43160,28760,31800,27440,13880,22240,52240,45160
"E",28080,31440,36160,42880,42360,20920,13560,31920,17840,20720,26120,15640,39520,41840,41880,24640,16520,19040,34000,21200,13680,29400,37200,33760
"F",27720,37000,NA,18480,43240,25840,31800,36680,31520,15200,39160,28720,14480,15400,20000,35000,38000,24040,NA,NA,36000,26720,42240,32000
"G",25920,34800,NA,19360,36640,38320,22240,17040,14280,17080,13480,19320,43120,37440,19720,37920,22520,19520,37760,22080,27320,20080,23320,28640
"H",33680,16760,15520,40720,59680,22680,33200,30880,14880,15160,9960,20040,18080,18800,24280,36360,20320,16800,NA,39120,NA,27680,45320,41800
"I",36680,24680,36600,43640,32120,NA,13600,34560,35960,19160,23280,13120,15280,14400,37600,33520,38800,19080,38160,47600,16720,31520,NA,39200
"J",34760,44680,NA,30720,15440,14840,38240,31040,14840,17920,32560,9200,35440,19400,22680,18640,17080,33840,36640,14200,18480,35280,21680,22360
"K",52720,36960,22920,43720,38680,14040,11160,13120,12920,36720,31920,11160,11800,14680,27520,19000,33800,NA,36240,14200,13440,21640,44120,36280
"L",37760,54240,24640,47080,NA,33640,15920,33400,9200,22080,26600,35040,30760,NA,9560,10800,NA,28920,27760,13600,27200,45720,16760,41520
"M",38800,34280,27440,29840,37960,11960,32000,12160,26480,12200,11040,18720,31160,55960,9240,25200,16120,12560,27400,NA,24200,68120,43840,51080
"N",48760,36760,37120,33800,16840,33520,12800,26720,29600,26560,13320,31480,28560,19560,18040,31280,12120,18840,12720,11160,36920,NA,37040,46560
"O",61840,46920,17240,NA,35120,16640,14040,NA,21520,37200,13320,10640,14040,14840,30800,NA,17240,19280,31040,11640,9840,20160,27720,45040
"P",54400,NA,21760,30880,14520,15160,20880,32360,32440,19920,31520,13920,15960,9720,40240,40320,30440,17160,24640,33360,NA,40960,NA,68600
