"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",2240,59000,83600,41520,40320,28200,20480,18680,18680,18200,200520,NA
"C",1920,88480,115920,105480,144320,170000,183000,199040,191320,200720,213280,NA
"D",2080,91320,88880,118720,154040,200800,217400,210240,207560,218160,218880,NA
"E",2120,86160,94120,110760,136280,196040,214520,221040,220520,228040,220640,NA
"F",1960,92880,96000,115160,169720,206280,215520,221160,214800,225600,227080,NA
"G",2320,87120,98040,109600,140240,201120,197160,222320,214640,217360,211000,NA
"H",2680,93800,93080,113400,168960,213040,215320,221960,217920,228200,219960,231160
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,227840,232160,220240
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222400,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212920,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214920,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209080,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205600,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201280,NA
