"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",42672,41518,43048,42950,46346,40218,45077,40893,42199,38069,41342,35897
"B",49828,194,130,120,135,137,122,133,130,130,184,37988
"C",53942,5357,1930,1131,205,167,378,175,1460,223,448,38854
"D",52370,24529,25376,27573,29202,32593,35284,41440,38175,37578,40357,42803
"E",51372,27245,25184,29018,32731,31346,36051,44437,47056,42566,42748,46050
"F",56156,29182,30213,31120,33198,37744,42996,48192,49066,39987,52891,49582
"G",54953,33724,33693,32906,48693,41669,46253,49589,48311,48416,46012,47784
"H",54173,48474,50582,49062,47431,54145,52781,52182,51126,49846,102906,48761
