"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",76,66122,60381,73141,64925,56371,76287,74362,48048,49685,74477,79055
"B",52,113,181,513,372,198,284,196,468,716,998,67395
"C",17,84,300,65,420,682,115,222,738,1914,4089,60794
"D",13,155,182,134,147,244,675,779,3834,9143,10002,79508
"E",14,245,907,210,771,486,729,2153,7900,13903,18614,60979
"F",17,683,704,853,2638,1684,3971,12491,29694,39956,30483,83744
"G",75,2805,2364,3087,3818,9919,15267,39934,39811,70172,85317,84346
"H",81,59617,81669,83162,71450,84438,81055,83697,64145,81992,57154,54568
