"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,161320,156360,168280,156120,160760,159480,148200,151120,148320,142800,145960,145840,147400,NA
"C",1360,9360,18760,16120,17000,17200,19520,2400,13120,17560,22600,18720,21000,19840,1560,11440,17240,18160,19400,19400,19560
"D",2000,10760,18080,21640,21680,22920,24920,2120,12360,21400,21360,22400,22200,21240,1800,11280,17320,20320,23280,20320,20360
"E",680,9240,24240,28880,29480,20920,22800,2320,11000,24800,30120,34360,31040,26920,1040,11600,21960,25600,27120,26600,24160
"F",920,11600,28760,35480,36240,36040,37760,1240,12160,30960,35720,38320,38560,39560,920,14520,29080,35000,36400,36360,37720
"G",760,16640,52480,56520,54360,46840,50720,2360,21640,58440,63120,68800,77840,76120,1360,18800,42000,55080,54080,54800,54920
"H",800,25000,73320,80680,79960,81560,95840,880,25480,70080,73320,89360,95680,104360,760,22280,75400,77680,78200,82320,90200
"I",800,40040,113680,115680,96240,87680,109200,920,62240,105800,117200,136760,131200,130000,1160,50920,90320,107600,105520,107400,108560
"J",800,67080,105800,113800,122960,131360,132160,960,75560,110720,115680,123760,126680,128760,1280,74360,105400,115280,112360,124440,137720
"K",720,72240,131720,115080,92880,100800,116320,1360,100240,135120,128120,132840,139120,142360,1040,89640,120720,122360,120440,121720,129680
"L",18080,22680,27000,33520,59440,97720,121960,125840,125960,NA,NA,1160,101200,124600,125480,124640,134560,143520,NA,NA,NA
"M",14200,18960,24600,36680,54600,77360,106640,130760,148960,NA,NA,1400,106600,120520,114720,125600,125240,128280,NA,NA,NA
"N",16840,19080,23120,34240,59480,90320,119120,134000,133680,NA,NA,1000,95200,112600,122280,119440,126080,128400,NA,NA,NA
"O",NA,NA,NA,NA,NA,NA,NA,153840,164800,158320,151640,150560,139440,139160,134160,140160,131960,134280,130160,134000,NA
