"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",252210,273415,299410,308760,302385,301711,300962,303273,290885,286536,290529,243273
"B",263526,11986,9184,18361,18756,13638,25689,19575,16548,21641,16680,277642
"C",284264,31909,35426,31353,31406,31979,52334,27304,31791,24171,24983,283888
"D",307369,166501,169011,167591,198738,197487,188559,155791,193894,190755,163612,291328
"E",316990,312802,341024,356778,327734,348577,339603,353760,339315,373376,346065,305626
"F",297669,307832,332125,331480,332351,318415,336819,317463,339695,322920,338598,298920
"G",307378,321191,313649,341289,342622,327732,313570,324767,318512,304971,290768,290803
"H",255594,299374,288953,275978,291736,282342,279115,274953,274266,276976,271413,248974
