"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",24619,37467,32591,40398,31901,30944,26424,24499,32123,26258,24564,27139
"B",26614,175,137,102,156,152,558,176,292,214,326,21032
"C",33202,5066,4007,4808,4981,3763,7883,4382,4197,8895,5631,25535
"D",31597,11464,9390,12641,16759,21524,22177,22508,24896,23515,19211,22057
"E",36843,11714,14198,17788,22162,26381,30384,30808,29379,29643,25055,26794
"F",39497,15165,13649,18441,23504,30651,33744,30339,28616,35062,31702,30269
"G",33772,13985,15009,22409,24682,32795,41570,34574,35528,34093,34257,31741
"H",32351,30360,35226,34673,37427,35978,37198,38941,34717,36299,33188,36206
