"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",200,191962,196118,209798,204620,187734,200543,203792,200237,190995,192982,182033
"B",137,786,916,900,1064,877,878,885,1102,980,1134,217575
"C",62,6398,7623,7310,7325,7528,7643,6906,7387,8125,9682,182733
"D",50,6409,16211,7385,11243,8365,25095,9271,11196,10602,12091,187920
"E",108,8552,9304,10710,10292,12004,13268,13039,14010,14483,13461,229354
"F",216,12200,13829,15834,20380,18689,17932,18529,21458,20693,25137,186601
"G",331,197895,192216,223299,168512,229152,201236,197483,244559,197291,233182,205951
"H",274,172119,194896,183489,202716,181745,199548,198414,225352,209182,206189,170549
