"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"A",280,NA,18600,1000,110640,69840,111920,86160,1320,115720,40160,71000,94480,134000,1360,103000,96000,95360,84400,81960,1360,39760,41360,50000
"B",43960,240,17400,53640,12640,45280,141520,117720,NA,85040,54280,94360,59440,121120,87920,1640,89440,1840,87080,115480,114200,48920,11840,46600
"C",2480,43200,600,3320,102080,143000,59400,104480,87840,96240,1760,114640,1920,144400,133040,64880,95520,133080,134480,85840,111040,57960,43240,3600
"D",NA,400,720,107840,143120,86960,126440,134960,1800,1680,133480,127640,2240,139640,93320,96560,121600,76600,66000,134080,124880,88840,10040,30880
"E",49840,360,3040,1680,104480,2120,125360,113320,67080,75160,88960,133400,104600,123440,7080,70800,140080,2280,1800,75360,127160,46240,920,400
"F",36600,480,NA,107200,135440,129000,64160,127920,104560,2400,112560,96400,136720,135200,132520,136200,117320,127720,NA,NA,4680,118880,13560,1600
"G",45600,5440,NA,114000,1760,102560,67600,136480,138800,140080,138720,3000,111600,2120,2080,129880,2040,133760,133200,126480,106600,122600,1080,2600
"H",36720,17880,7040,39400,110280,133840,70400,71240,133920,2720,2480,127480,114440,134200,94200,89920,113360,73720,NA,5520,NA,1560,43920,16440
"I",440,440,2840,39000,1280,NA,135720,2320,122880,139400,95640,135240,138000,140280,121520,129560,2360,97760,110600,118280,129960,91520,NA,1120
"J",280,15680,NA,84440,108160,119240,83120,67840,133240,142920,6000,133480,99960,139240,68080,135840,134040,112560,91640,133960,89600,134760,137520,118320
"K",22280,34640,42880,1560,48520,112960,2000,139920,2080,2480,145000,137720,137200,141160,92000,139160,132800,NA,108960,134960,2400,2000,112880,1320
"L",320,9240,43040,41520,NA,2040,110120,126320,138720,101520,2160,119280,108040,NA,138480,131440,NA,116600,111640,145000,133040,117480,139040,1280
"M",12800,29880,74680,124440,134280,135520,43080,141520,28120,141080,144240,65040,2400,145680,144040,143000,137160,138560,115400,NA,135960,137040,95960,50840
"N",6880,25640,1400,143520,140920,128240,125920,141440,105600,139920,140120,2480,144280,100280,92840,112960,136080,129840,150600,144480,117680,NA,10160,39800
"O",11920,25560,136080,NA,111040,2080,130280,NA,137960,122200,142960,130040,151720,147080,117800,NA,145760,138880,139960,147920,144200,145600,36120,1000
"P",81840,NA,9120,1720,131440,151560,58320,2640,67760,152840,1760,146520,142800,123560,118960,107560,115400,123080,1840,122600,NA,95240,NA,90720
