"","2","3","4","5","6","7","8","9","10","11","12"
"B",15560,16320,16920,16440,17640,17640,17320,17640,18920,18560,150400
"C",57760,69240,85840,88080,94840,90760,92240,96760,107280,94200,146920
"D",81680,100320,104160,120120,118000,121800,126200,129520,141920,118680,153880
"E",77880,105720,117680,127320,129680,133920,136920,142400,145520,163920,154880
"F",99760,123120,148280,142600,157640,159360,177120,177920,190640,191360,189640
"G",91360,122200,148960,150360,160800,169760,158800,175960,193720,196880,168040
"H",107640,137560,152200,153360,161720,166640,183640,181080,175880,195040,180880
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,198680,185200
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171520
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164400
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168120
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158200
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155920
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152040
