"","2","3","4","5","6","7","8","9","10","11","12"
"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108560
"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103760
"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112160
"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120880
"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124920
"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125040
"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,137680,123120
"I",80560,90760,113400,118280,122960,127720,127640,104760,114400,133280,134960
"J",69360,85960,104440,117920,118400,127120,126720,129600,123320,128760,119360
"K",45880,67120,93920,112160,112160,115520,116440,119720,118320,120600,116800
"L",42080,59120,77040,98680,105720,108880,114600,110200,114000,114760,109520
"M",33040,47800,68640,82680,86880,96520,93160,96320,102080,104320,100360
"N",30840,41760,54200,67880,76040,79360,84240,85080,87480,82400,113240
"O",14480,18480,26200,29200,30200,31560,32720,34480,38400,39720,108400
