"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",33875,41564,38156,40346,36020,43758,29584,35790,27290,38488,31592,29130
"B",35630,1265,1826,1826,1796,1795,1621,1583,1568,1560,981,19387
"C",37580,1172,1366,1369,1502,1498,1484,1331,1698,2306,712,28437
"D",40886,3257,4132,3007,2859,3672,2634,2762,2416,4207,2677,31070
"E",42311,16571,17538,17975,16803,18592,11297,15325,14499,15494,14980,34005
"F",43265,34914,42583,36136,37134,41997,46102,52262,75194,40734,30386,39813
"G",43647,42205,37382,35891,35341,37393,39036,37185,36886,44178,29540,38274
"H",37897,38506,36192,40723,38970,39511,24001,35469,35732,36752,32778,33821
