"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",181,158017,185235,165738,175902,148805,150843,150913,153767,144632,151981,151977
"B",109,5516,6386,7849,7054,7365,7927,9673,9744,7626,8581,162848
"C",64,5843,7652,7299,15210,9484,8243,8302,9788,12274,15021,210860
"D",48,7669,8384,9599,9790,7829,12158,8824,13393,10358,13667,159250
"E",79,9719,11028,12202,10996,14766,13935,17791,15456,19709,16136,184252
"F",180,15908,17154,17101,21538,21070,23870,24740,29020,21780,30924,188817
"G",318,153337,171197,186760,171303,181967,181395,176173,193757,185064,173605,176961
"H",289,185351,176402,179034,187510,204675,202931,232743,196501,176553,183097,206752
