"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",15372,14574,15642,15035,16005,15326,15181,15439,15157,14364,14645,14679
"B",14489,126,683,972,1656,9263,1979,4472,7471,8466,8488,14314
"C",14981,223,822,1287,2576,13100,16029,8938,12243,12935,13295,14292
"D",15197,270,1012,1141,2266,14349,2348,9151,13671,13475,14736,16205
"E",15497,351,873,1574,1772,14731,13880,9277,12546,13421,13049,14993
"F",11756,270,850,1474,2352,14174,13619,9153,13604,1589,13446,13666
"G",9521,271,860,1436,2471,14977,14647,9916,14004,13987,13599,14333
"H",18283,12650,17558,15733,15696,17377,16027,15758,16045,15177,15995,16599
