"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",8885,8972,6843,7269,9560,9478,7971,8072,9052,7667,6508,5508
"B",9081,70,46,56,50,73,56,40,53,42,41,6910
"C",9234,1872,2096,2893,2398,4555,5052,4493,3537,4125,4381,7038
"D",10162,3786,4057,5249,5795,5931,9627,6668,6769,6338,6027,8537
"E",12612,4978,4692,6345,6033,9883,8072,7418,8569,8267,9446,8034
"F",11313,4975,5809,7093,8198,7796,11484,9385,10235,7973,9563,6838
"G",10663,5681,6834,9871,9026,10742,11639,12847,12328,10588,9466,8882
"H",7863,9227,8705,9609,9127,8149,10236,8458,8592,8370,8873,6178
