"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"A",1280,NA,244000,7720,298400,146720,268120,123040,2320,336680,23960,318840,323480,332840,3360,292520,73240,87080,79960,315160,3080,138400,324320,227280
"B",299680,2680,266200,262640,97120,48640,307640,266360,NA,246480,33640,364600,189680,325800,215880,3120,152040,5760,104000,365160,309280,232240,103160,298960
"C",173320,311520,6200,16120,79160,325800,44040,199920,171280,260680,24760,324160,4400,296800,289600,64160,154000,344480,327240,130800,282640,152040,333120,214200
"D",NA,2120,2720,254680,295600,81920,333600,322720,3560,3480,319600,267440,31560,299480,43840,260120,301200,157480,137800,339560,324680,307920,142000,324800
"E",318360,2800,253760,195760,198200,4440,317280,262200,146960,153960,82880,343440,180160,258200,8040,108760,317280,4040,3240,59440,304640,24560,4560,1640
"F",348080,3320,NA,234120,289680,332880,17640,264920,154600,3800,190360,151480,345720,268400,335200,317480,332560,336880,NA,NA,289960,336080,267440,8600
"G",317320,248560,NA,268560,3680,201360,136160,343720,346080,324600,291320,4280,204040,4320,14040,356280,23040,324680,289480,330360,164440,332800,3520,86560
"H",264600,338240,303960,113840,150760,302520,54400,160720,334440,29040,18720,260080,195000,279520,150400,181040,347440,129080,NA,25080,NA,3560,222680,18880
"I",9760,15160,183200,226920,3440,NA,311240,4240,339320,336720,138520,344920,307440,338840,319200,330880,14160,175640,276000,332200,338800,38320,NA,3440
"J",2320,190760,NA,239840,260320,328480,201040,17040,358920,334280,8200,332920,29360,278000,31040,344240,292800,237880,71840,301000,197080,341480,307040,312520
"K",251760,292280,281360,23320,79720,275760,4520,317800,23960,4360,286200,322640,339120,293760,167520,336600,299920,NA,187920,293480,4320,4280,244400,2520
"L",40000,108960,289680,189280,NA,5080,336440,259760,366320,196960,4040,229680,45480,NA,348160,205080,NA,299520,179960,316280,296800,236520,316800,2640
"M",235080,273080,242240,277560,258480,266800,40200,323440,16240,315800,273600,13760,3640,294200,322840,326720,308760,311600,168040,NA,324880,274000,150200,154080
"N",55280,280840,5280,254920,315560,320480,297440,312840,156800,297800,336480,4200,295160,172400,101040,209400,298360,345960,302240,269000,250160,NA,116880,173120
"O",179560,165600,275920,NA,229840,4600,297200,NA,303480,140880,298200,183360,301040,298480,176040,NA,244680,266880,275960,282080,263240,211520,125480,4320
"P",247560,NA,126960,6360,312560,280520,316760,87200,80440,282400,7040,244320,293000,203000,200040,291080,298280,284400,3400,272920,NA,100760,NA,239480
