"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",79200,59960,69880,55400,69240,61720,63800,67360,64520,58920,166520,NA
"C",135320,134720,141680,134320,148920,152400,147360,147200,166320,148520,163200,NA
"D",143080,155240,139760,140400,162640,150640,149160,149960,152360,142840,160880,NA
"E",160120,167800,168680,169440,173440,180320,182320,174600,189200,167920,182440,NA
"F",165200,164120,161440,160000,173280,177320,156320,169000,193520,165240,162120,NA
"G",151640,139120,146960,159000,163880,158240,141280,160120,161920,149680,145760,NA
"H",166600,165560,165400,173080,183400,173280,172200,167480,187760,164480,174800,181480
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,162960,172960,166240
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161720,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157600,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154360,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150640,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146480,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140480,NA
