"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",841800,833760,872600,858440,879440,865280,828320,855160,794640,703240,742600,802040
"B",790520,675880,629600,657400,607240,659400,648920,608160,588840,620840,659400,851360
"C",866200,658480,635200,646240,619120,669720,626080,691280,626080,660320,688000,844480
"D",809800,674680,641440,627000,653160,658760,678000,748120,750400,714040,812040,857280
"E",809560,626560,615120,621200,608760,661000,660360,765280,750920,727000,736960,786520
"F",834600,570760,590520,577720,575560,623240,601640,675520,753560,681800,775320,777080
"G",790680,556200,569680,567440,589960,603400,605880,667320,678800,692320,746560,736440
"H",813280,809440,840480,832400,783440,857240,783080,831040,819600,730760,705760,694160
