"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",95760,95960,95360,104640,101960,105200,95120,106120,93640,101080,182720,NA
"C",133840,131960,137360,139200,134640,136800,137920,139280,143800,148720,152920,NA
"D",156280,142360,152320,145120,149000,148960,147080,150600,149120,155200,165400,NA
"E",142120,141720,145440,151600,153840,150560,144800,155120,160880,161800,162240,NA
"F",141680,143320,145960,150400,159720,158480,161120,160080,166600,165680,168520,NA
"G",162480,157240,156160,167880,162800,163720,169320,164920,157040,164680,166240,NA
"H",149840,137880,152040,150280,167760,166520,152000,179200,157240,172080,154600,171000
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,169680,168160,168000
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164880,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175240,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160160,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159200,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151680,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166560,NA
