"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,74800,73160,75360,76280,74680,75440,73320,73800,73400,71880,72080,72360,71080,NA
"C",440,14480,23960,26240,25960,26760,30320,480,15720,23960,31720,32240,30280,34360,480,14600,26400,30120,29000,28840,27280
"D",720,21920,38080,41600,44400,41680,48560,800,24880,38880,42240,43760,44920,44640,1000,26400,37080,45680,46000,43640,41040
"E",560,29120,47640,46560,46560,43760,48920,800,32400,47000,55840,56800,57720,53120,880,35400,44920,51080,52240,50640,49560
"F",720,39440,49320,56880,57040,56680,61120,840,41720,54080,56360,58920,57760,60880,880,38680,53360,59560,55440,58400,56440
"G",680,42800,59480,54560,57440,54520,53640,800,48760,59000,65840,63720,62240,67960,560,48960,56800,59560,61200,61960,64760
"H",760,46960,57520,65000,63800,64080,66920,1000,42720,60200,61400,65360,63920,65400,960,54200,61600,61120,61320,64120,64760
"I",520,48720,63440,63960,57840,56000,64040,960,56720,72640,75400,69960,75800,68120,720,55320,62880,66440,69240,67200,68760
"J",800,54000,60480,62080,66360,66960,70960,1160,56200,69000,66320,71280,71880,69080,1000,55720,65160,68600,60920,63240,68080
"K",640,54040,70200,60440,57200,62160,60920,1320,66440,71760,74280,71880,71200,73880,840,58080,63200,70000,65320,66520,72880
"L",29280,40040,47880,53960,60600,64640,67560,70560,69160,NA,NA,1080,63360,69280,67120,73080,74760,67760,NA,NA,NA
"M",24960,42680,52880,54840,54240,55600,61720,76520,78760,NA,NA,1360,59960,75440,70760,69400,69560,64800,NA,NA,NA
"N",29520,44120,49920,55760,59000,66200,64960,68160,72120,NA,NA,1040,56240,65800,65320,70480,70600,72680,NA,NA,NA
"O",NA,NA,NA,NA,NA,NA,NA,79160,78720,80480,78760,79160,72720,78680,73160,66360,74040,71280,65440,62640,NA
