"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,68360,68720,70640,71000,71600,68920,63800,60760,64760,68960,63400,63920,73480,NA
"C",400,26880,35280,34160,32200,33440,38760,520,33240,43880,45560,50600,54280,52040,320,30000,43520,40600,41000,44440,44800
"D",280,29800,43160,45360,53160,45400,57400,400,31840,46760,49440,49600,49360,52360,440,34480,48640,45160,49920,51480,47320
"E",280,30080,48760,47160,38400,41680,41680,360,30840,52760,56520,57400,61480,58160,280,34360,47040,48320,53360,53280,59640
"F",240,34440,50000,48640,57200,56000,60720,320,36320,50640,54320,60240,54320,64160,440,38360,46720,57400,52440,59240,57920
"G",320,30080,51640,48240,48080,43720,49160,320,46800,67200,72720,66920,62320,63320,440,36720,55280,55600,54040,65760,61200
"H",360,34880,57960,57240,55160,56920,60520,480,36480,49240,52960,52520,61720,61600,440,34280,46400,55240,54280,59520,59760
"I",360,32720,54480,57320,44640,41040,48480,280,38480,53920,60920,69120,68680,70040,480,40520,55680,53120,59760,56960,63800
"J",280,34680,58240,56080,58480,58360,64280,320,32640,61240,55360,54720,65000,62240,400,37480,53920,54520,53680,60800,61640
"K",440,29280,56240,47920,38920,39360,51320,360,46640,72000,67160,64040,62960,64720,400,40800,51840,63280,52840,65520,66840
"L",42880,51720,58520,55640,58080,62160,65480,66040,59240,NA,NA,440,39600,55480,56720,58760,63120,65320,NA,NA,NA
"M",28720,42680,55160,53360,46440,49080,48680,64440,72280,NA,NA,600,37920,61320,62840,61760,59760,62960,NA,NA,NA
"N",43000,47960,54760,57200,60280,60480,61280,56240,63480,NA,NA,480,38160,50240,51840,60640,62280,66440,NA,NA,NA
"O",NA,NA,NA,NA,NA,NA,NA,67800,69400,75640,75440,70520,68560,66600,69280,62560,63240,59880,58000,58280,NA
