"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,123160,123360,124440,125960,122600,122760,123320,124600,122440,124000,123200,118360,115560,NA
"C",560,39560,69040,71600,68640,66760,72880,680,40080,69160,74280,71280,77800,73400,560,41320,64120,72440,70640,69160,73240
"D",440,57880,79160,81840,86240,86240,85440,480,57840,78040,82200,85160,88920,86360,600,60560,74720,83080,85600,89000,89040
"E",520,65640,87240,86240,86200,90120,91400,680,71520,85920,91600,88760,92480,98520,720,72760,85160,84160,86120,93360,92280
"F",480,76120,88400,88920,92800,102520,101640,560,77680,86840,95480,96640,104960,101880,560,77920,91680,88680,90040,96680,99400
"G",600,80880,96360,95600,93480,93680,102720,640,83640,98320,97320,101240,99880,107440,640,76000,92880,88480,94720,100800,116320
"H",480,80640,93600,97520,98560,107320,117080,760,78400,89400,97000,108240,110120,114640,760,84520,92760,92480,107480,105720,109120
"I",2200,80880,96280,1e+05,97040,108600,116440,3840,86400,98160,104160,108800,120000,116880,1160,83040,101680,97120,103240,107960,110880
"J",1160,86960,94480,96320,103360,114880,116880,1920,87080,89160,101840,106920,113800,114920,1720,82800,91240,95960,105000,113280,113640
"K",1080,81920,97000,98760,99200,104320,107120,1440,87480,93920,100600,107600,116240,114920,1280,84920,96360,93280,101160,108840,112040
"L",75160,85840,92880,102360,101360,107840,111320,115200,113440,NA,NA,2080,87840,97680,97320,105280,112160,106720,NA,NA,NA
"M",67800,77920,93520,94600,100040,103320,111560,110000,111720,NA,NA,1960,88960,96040,94000,105240,108240,114280,NA,NA,NA
"N",70840,84400,90080,98640,104560,110320,111240,115360,112680,NA,NA,2000,84560,94440,93080,105040,102800,107480,NA,NA,NA
"O",NA,NA,NA,NA,NA,NA,NA,115280,119720,116600,119440,114360,116840,113720,114160,115160,116440,111920,108040,108560,NA
