"","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"B",NA,NA,NA,NA,NA,NA,NA,112800,109880,143400,108120,117320,107520,108120,142520,109120,110280,101680,104040,113360,NA
"C",520,21280,21360,28920,21560,25080,26680,880,24400,25280,27000,29200,25240,26920,840,22880,21000,24040,22920,25040,27920
"D",520,18880,24640,26440,30600,31400,30960,560,22040,26560,35360,33040,35800,30480,480,23120,23880,36200,26360,35240,29000
"E",400,22080,38520,32880,31720,39320,38560,360,25720,40480,45720,47800,43360,37040,440,24160,32520,39680,41200,38520,44880
"F",840,29240,44440,51320,59640,63640,57280,560,37200,47480,47560,56440,63480,55200,600,25560,51160,55800,56400,71680,58480
"G",1000,48160,57240,51720,40240,59760,71560,920,47720,80360,71920,72320,73640,74840,800,43800,58040,65840,63320,67200,73040
"H",1320,48000,61080,69040,72920,76960,81120,1520,47440,64000,73040,78360,74080,84600,1160,50680,61000,67040,70920,74800,76360
"I",2720,55600,73360,81240,69840,73840,96000,2160,52640,82200,77520,85920,94600,97960,3240,58560,72480,67120,74720,93000,93000
"J",3000,56000,60320,74280,82800,90680,95120,6000,61080,63440,70160,77960,87120,93680,3400,62040,71840,77680,76520,87040,92480
"K",5000,56360,69560,70160,64960,87520,92680,6240,62600,71000,76840,80000,84920,108120,4520,53440,66240,74360,76680,85120,90800
"L",24240,31760,50920,72720,80000,100600,101120,107080,122920,NA,NA,8400,56360,66120,82120,80520,94600,103840,NA,NA,NA
"M",21160,38080,48600,50880,56960,86200,105960,108440,115400,NA,NA,8760,55920,63640,71480,71360,78720,97440,NA,NA,NA
"N",25520,28400,47480,60760,81480,95240,105760,110320,112840,NA,NA,6240,55600,65360,64800,74480,82640,94440,NA,NA,NA
"O",NA,NA,NA,NA,NA,NA,NA,120080,112760,114840,117080,119400,120840,117600,121280,116520,108920,120920,102440,111800,NA
