"","2","3","4","5","6","7","8","9","10","11","12","13"
"B",51960,46000,36720,33400,47160,39400,37840,28240,40760,34800,79480,NA
"C",84080,75160,73120,75840,80600,73720,75800,71800,80240,69800,75240,NA
"D",91320,69400,68280,70200,78440,70520,71080,77360,81880,72080,74000,NA
"E",97520,81600,75080,84080,89240,81520,71720,85920,86840,77640,77520,NA
"F",89720,74560,77240,83720,83560,78000,69920,78360,97160,78800,79240,NA
"G",95360,78800,77440,79520,93360,83800,77600,79680,87480,81960,80400,NA
"H",87640,73120,68640,69520,82680,75120,79640,74800,87200,75360,79560,77120
"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,83280,80720,84960
"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77720,NA
"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80760,NA
"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75520,NA
"M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84800,NA
"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76720,NA
"O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94800,NA
