"","1","2","3","4","5","6","7","8","9","10","11","12"
"A",4160400,4091480,4075160,3961320,4212840,4228960,4097080,4230080,3959200,4211440,4163920,4033840
"B",3916640,1213160,1407200,1314880,1316200,1218640,1264440,1547920,1882040,1993200,2331680,4215960
"C",3772440,1582560,1478880,1610320,1574200,1546040,1658040,1921520,2663000,2777840,3174040,3977760
"D",3921920,1558400,1437120,1587120,1551880,1374600,1568080,2012760,2551120,2971400,3461680,4016520
"E",3965480,1662720,1658280,1524960,1587520,1526200,1614560,2039960,2685480,3367000,3696040,3898440
"F",3887200,1695360,1771480,1619000,1701000,1700400,1932360,2141640,2892120,3162280,3825240,4024000
"G",3951320,2003720,1942400,1746760,1948240,1989040,2140160,2384680,3010240,3468320,3907200,4025360
"H",3990480,3951400,4021560,3934720,3872960,3933520,3933600,3982120,3849160,3871480,3919680,4173120
